id,Class,Community,Subclass,text
UgyGYLTlwTcnQb_fXU94AaABAg,counterspeech,black,Warning of offline or online consequences,"@PatriotSue...Wow, I wish you could switch lifes with a black person."
Ugz8YhkxM7I5Rq5-GB54AaABAg,counterspeech,black,Pointing out hypocrisy or contradictions,"@PatriotSue The perpetrators of this hate crime were the first to attach race to the events that they were perpetrating. In that light, it seems odd to me that you should exert so much energy denying what the criminals themselves so proudly affirm, assert, and avow. I suppose that it is good news that such depraved people can still find a friend in somebody like you. Not good news for the rest of humanity, but still, good news for the sadistic racist thugs for whom you run interference."
UgxmZTMQmz0lRnAgcfd4AaABAg,counterspeech,black,"Warning of offline or online consequences, Positive tone",@2001Horatio Yes. I agree. It is brilliant. Which one are you a RepubliCUNT or the mentally challenged Libertarian?
UgxX9Y2BYrKSUD6ix7Z4AaABAg,counterspeech,black,"Pointing out hypocrisy or contradictions, 9","if theyre so  powerful how come it takes 2 TRUCKLOADS of them, along with all bein shitfaced, to muster the ""courage"" to confront one person? and even with those numbers they couldnt manage to kill or even incapacitate the poor bastard, they had to run him over with daddys faggety indian-made truck. The weakest scum always tout power, when its totally devoid of them and their pathetic lives. Unfortunately cunts like this never seem to approach someone who would take their worthless lives instead"
Ugwk8vt__UMybkiMxax4AaABAg,counterspeech,black,"Pointing out hypocrisy or contradictions, Denouncing hateful or dangerous speech, Hostile language",This video and all of the racist comments on here just goes to show we still have a long way to go as far as race relations go.
Ugxp1bXRXKleL-1dLbp4AaABAg,counterspeech,black,Denouncing hateful or dangerous speech,"@eb0293915 If you look up ""Black Panther 10 point program"" on google, the first response is marxist.org. I'm not kidding. Point 2: We believe that if the White American businessmen will not give full employment, then the means of production should be taken from the businessmen and placed in the community (looks like I was right about that stereotype in the black community).  All 10 points are theft. It's the same stuff that going on in London now, and it's destroying England."
Ugx2Cyg5J02YhH-0Xkh4AaABAg,counterspeech,black,Warning of offline or online consequences,I don't see why having them live in a cage for the rest their lives is better than putting them to death.
UgwC_w1iKHLTD1FDYAx4AaABAg,counterspeech,black,"Hostile language, Denouncing hateful or dangerous speech","It's a shame that there is that much hate out there.  We only get a little bit of time here on earth.  What a time waste to hate something as little as a skin color.  Whether or not it was racially motivated, its still disturbing and sick."
UgyiVCb5LW9G8QcdZ0V4AaABAg,counterspeech,black,Warning of offline or online consequences,"I did actually see it on fox news. 
Hope the boy gets sexually violated in prison!!!"
UgyMJU4BEmaJ3KbFDA14AaABAg,counterspeech,black,9,The hell? This shit still goes on in our day and age? Fucking America...
UgzpsI3UPNNfM5ZlEBl4AaABAg,noncounter,black,Default,WOW WAS THAT WOMAN HOLDING IN HER LAUGH??????
UgzJuyG7WVOXZPoo8mh4AaABAg,counterspeech,black,Pointing out hypocrisy or contradictions,@sargetech of course not! They want bad black guys.. not bad white guys. :(
Ugz9FqLu7ji9_x9tw-p4AaABAg,counterspeech,black,Warning of offline or online consequences,"So when're the
 executions?"
UgzEAhvan5tberWg3ON4AaABAg,counterspeech,black,"Pointing out hypocrisy or contradictions, Warning of offline or online consequences",whats next? they gonna attact thier own president? becos hes black as well???!
UgxTLGiRhj-8cZPd8dF4AaABAg,counterspeech,black,Pointing out hypocrisy or contradictions,"@Dayonetheone Violent flash mobs are exclusively black, and their victims are almost exclusively white. Flip the script. Imagine if a gang of white skinheads were beating the crap out of blacks, but occasionally beat up a white guy. Would you be saying ""look, they're beating on a white guy this time, that's proof that they're not racist..""?"
UgzZu9oogjoiki_n6594AaABAg,counterspeech,black,9,@DaFawky WABOS!
Ugwza8Gal0CHOb6MqRB4AaABAg,counterspeech,black,"Presenting facts, Warning of offline or online consequences","This was also done in South Africa, white supremacists drove around shooting blacks at random. The whites where eventually caught up with, asked to step out of the car, lied down and shot while begging on the spot."
Ugxnfl3bsvjoXdtAyx14AaABAg,counterspeech,black,"Warning of offline or online consequences, 9","Wrong. Death penalty will prevent them from doing this again. I don't want a long trial, let's make it quick. how about This Friday August 12 by 6 pm. Maybe run them over a few times until dead. I think that those ass fucks deserve more than death but hey, let's make humanity right by eliminating ""people"" like these.  No room for hatred in this world. I don't hate the killer, it's just right to eliminate them."
Ugzav9A0dvkohecABvt4AaABAg,counterspeech,black,"Warning of offline or online consequences, 9","SICK PPL! I HOPE THOSE ""WHITE"" PEOPLE GET JUSTICE BROUGHT UPON THEM. DEATH PENALTY WOULD PROBABLY BE FITTING. GOD REST THE """" BLACK """" PERSON'S SOUL. 

was there any """"""' purple """""""" people involved in this case?

TYT. The race crusading network!!!!! 

While ur at it TYT to keep it fair, feature this next story that happened 5 days ago

""Black"" Mob Beats Up ""White"" Teens At Wisconsin Fair  

waah, no! you say, why? ah & I see silly comments sayin how fox news doesn't have this story *FACE PALM*."
UgzDD8IdyHjkoLbTV1t4AaABAg,counterspeech,black,Hostile language,"@THEVIOLENCE1 and discuss thecontent of theircharacter. therecan be no effectiveconversation that is goingto breakdownthewalls ofracism/bigotry before werealize that the our onetrue race ishuman nothingmore orless,these humansare obviously apoison to oursociety.but if aperson takespride in something like aflag mythought isnt if the person isracist or not but what their thoughts r twardstheir idol but thats on any level not just race that way i do unto others not how i want but how they havedone."
Ugxe5lNouJb_vwVCvsx4AaABAg,counterspeech,black,Pointing out hypocrisy or contradictions,"@soundslave We must fight racism on every level! But what you are describing here is the everyday common racism. The ROOT of all racism - including this - is imperialism, but of course we most fight all kinds of racism while ""the empire"" is still operating."
UgzHM31T_xO0E2h_OyV4AaABAg,counterspeech,black,"Denouncing hateful or dangerous speech, Hostile language, 10","TYT are very informative, ive seen a few of your videos and am always like wtf? after. its shocking this isnt on the national level. sadly racist exist on every part of our world not just in the south bigotry 'towards anyone is a racist act in my view. im from the south and live in nyc and its not much distance between  the amount of bigotry i notice in either. its the monsters that committed this act solely not the race inwhich they are spawned.lets take race out of it completely ,"
UgxEptLgLOo4C84XAvB4AaABAg,counterspeech,black,"Hostile language, Presenting facts","@tazmhs There was racism thousands of years ago. Empires and capitalism can hardly be blamed for it. It's just human nature to hate ousiders and people who are different. Most humans are raised to be tollerant, but sadly there are those who aren't.

Its the same reason why ginger kids are beaten up in school, for being different."
UgygNILHjCPbZ6JUzx14AaABAg,counterspeech,black,"Affiliation, Pointing out hypocrisy or contradictions",WHAT BLACK PEOPLE NEED TO REALISE IS THAT THERE WILL ALWAYS BE RACISM AS LONG AS WERE LIVING ON THIS EARTH. IF BLACK PEOPLE CANT ACCEPT THAT THEN U NEED SOME SERIOUS WAKING UP. .......WHY WE AS BLACK PEOPLE ALWAYS WANNA BE THE PEACEMAKERS TO THESE WHITE PEOPLE WHEN THEY CLEARLY TRYNNA KILL US OUT...? O DONT UNDERSTAND IT'S BEYOND ME...SMH.
UgwIEJUrST_H8GhZXep4AaABAg,counterspeech,black,9,"@douglasgregory418, Look, you Stupid Racist Fuck. There is absolutely NOTHING you can teach me.
Blogging, is a form of Creative, and informal Writing. Therefore Formal Writing techniques ARE NOT NEEDED, OR VERY OFTEN USED to express ones thoughts...

Dam!  It must be wonderful to be really stupid and White in America."
UgwXsqmqKpsdlactUDZ4AaABAg,counterspeech,black,Denouncing hateful or dangerous speech,@EndRacism2011 I love how your name is end racism and your so racist
UgwFkX2aI23GFqBuepl4AaABAg,counterspeech,black,Warning of offline or online consequences,"@commonman80 The proper way for an ignoramus like yourself to compose your sentence would be ""The term you're looking for is: "" 'Use correct grammatical structure when composing a sentence.' Conversely you could say 'Use correct syntax when composing a thought in graphic format.' "" ""YOU DUMB FUCK"" is not a sentence, as there is no verb, and requires an exclamation point. It is ""you're"", not ""terms your"" I do not own ""looking"", so it's not mine."
UgzwyKW4sRcaJ5oZcj54AaABAg,counterspeech,black,Positive tone,"@commonman80 When you actually construct a sentence using proper grammatical and syntactical structure then we'll talk. ""Stupid"" and ""Racist"" are not proper nouns and shouldn't be capitalized. For example: you're too stupid to be insulted, you ignorant Marxist racist. ""The term, or terms your looking for is, use correct grammatical structure when writing a sentence"" is incorrect grammar."
Ugz_RqkluuKz9JcoFMd4AaABAg,counterspeech,black,9,"@douglasgregory418, Look you Stupid Racist. First off it's not ""write a proper sentence"". The term, or terms your looking for is,  use correct grammatical structure when writing a sentence. Or use correct wording, when Composing a thought using the written word. YOU DUMB FUCK.  Now as far as Farrakhan is concerned, If you actually listen to him, you would know that he says  Black People SHOILD NOT go to the white man for anything. He says Blacks Should do for themselves. I feel the same way.."
Ugx-66F-uwZwzMQ0Ejt4AaABAg,counterspeech,black,"Affiliation, Denouncing hateful or dangerous speech","This shit makes me sad.

Race hatred is the most sad and ridiculous shit in this world.

I am White and stuff like this makes me want to hunt racists of any colour.
because yes, even though this were whites there are still all kinds of racists around.

even fucking gandhi was a racist, devoting most of his work to ""seperate"" the indian/asian race from the african race because he considered them inferior.

Go do yer research.

Racism + Media = worst combo ever."
Ugz8n8fHhEujAOPKe7l4AaABAg,counterspeech,black,9,"@douglasgregory418, You Dam Right I said White People. However, just like the STUPID RACIST YOU ARE, you didn't  get it. You Haven't  figured out that ONLY RACIST ARE PROUD TO CALL THEMSELVES A SKIN COLOR. Human Beings come in ALL HUES. The fucked up thing is, RACIST SHARE THE SAME HUE AS HUMAN BEINGS. That's how they survive. The racist is the hidden disease among Humanity, and should be WHIPED OUT just like Small pox and any other Dangerous disease that causes humanity to suffer. You Idiot...."
UgwzeySI6XW2riqnG3p4AaABAg,counterspeech,black,"Warning of offline or online consequences, Affiliation","@dedpxl It's ridiculous because black guys kill white guys almost everyday in America and it's never on the news. These kids deserve to die for their crime, just like everyone else who murders another, regardless of race. Imagine that... a society where everyone is subject to the same freedoms and judgments regardless of race."
Ugyu30hdDbwo_z7GF5x4AaABAg,counterspeech,black,"Presenting facts, Denouncing hateful or dangerous speech, 9","@douglasgregory418, Let me bottom line this for you. I am no Racist. However, GOD DAM I HATE WHITE RACIST. I do not dislike people who share the same Hue as white racist. (There is a difference) You are the WORST OF THE WORST OF THE WHITE RACIST. Because you hide behind the GOOD PEOPLE who share the same HUE. To put it bluntly, If given the opportunity to SLIT YOUR FUCKING THROAT, I would do it. However, just deep enough to watch you bleed TO DEATH. All the while smoking a joint and sipping wine"
UgzRpvWgTNAE_O6yYht4AaABAg,noncounter,black,Default,"Oh my god, I shouldn't watch this, it's just making me really mad.

At around 4:00 the douche says if a bunch of black guys killed a white guy, it would be huge news.
That's... god I don't think I need to even point out how ridiculous that statement is.

..fuck!"
UgwcNZuHDMPjDEVnNUN4AaABAg,noncounter,black,Default,confederate flag does not make you racist
UgyE7ZNHuUjE2coDojx4AaABAg,counterspeech,black,"Affiliation, Presenting facts","It may sound silly, but as a white guy I am offended by ""a white guy did ......""
even if it was ""the most successful person in the world is a white guy"" 
it just sounds wrong."
Ugw4-xYNW87B8EwyQNx4AaABAg,counterspeech,black,Pointing out hypocrisy or contradictions,"@commonman80  I thought you said we evolved, so where's all this demon stuff coming from?"
UgwDcUVwXxNGw6ZX6St4AaABAg,counterspeech,black,Positive tone,"@douglasgregory418, And who wrote that SHIT. White Devils. The only Spirit White People pray to is Satan. Man up you demon. Oops my bad.  A demon can't be a man. he can only resemble one."
Ugwqy5wPX6WkyIlMo3h4AaABAg,counterspeech,black,Warning of offline or online consequences,"@commonman80 I'll remind you that your god, Allah, is the one who openly admits to being capricious, the author of evil and unbounded by anything. I will admit that Islam is a religion of hate and violence, but as for your threat of islamic supremacy, it'll never happen. So unrighteous a people will never win, just like your marxist strategies for global domination. Proverbs 28:1. When my God returns you will beg the mountains to fall on you to cover you from his wrath."
