Class,context,text,id
facts,"According to a recent OFSTED report, a school in Birmingham is still segregating girls and boys, despite a Hight Court ruling in 2017 that this is unlawful.","Gender segregation in faith schools is clearly a negative, but hardly exclusive to some Islamic schools. I was 15 before I attended mixed classes, but then, this was regarded as normal in the 1960's / 70's. The issue is really, if we are to allow faith based education, we need effective mechanisms to uphold standards, and legal requirements.",2349
hypocrisy,Muslims use acts of violence to punish people.,Who said spare the cane spoils the child? How many non muslims are suggesting violence against muslims? Sounds like an issue in the western world.,2350
denouncing,Our western civilisation risks to be destroyed by islam.,I'd say the real threat is divisive comments like this.,2351
facts,Fgm happens only to girls that have muslims parents!,"Female Genital Mutilation occurs in non-Muslim societies (including Christian and Animist ones) it is a cultural practice, not connected to religion.",2352
facts,Almost all Muslims deliberately decide not to work.,"Dwp says 11% of Muslim men and 16% of Muslim women are unemployed, that took me 30 seconds to find on google. Why bother making up things?",2353
support,We cannot even celebrate Christmas in our own country for fear of offending Muslims.,"Christmas cannot be celebrated securely anymore, because of Muslims and their insults.",2354
facts,A girl that was sexually violated reported that her aggressor recited the Koran to excuse his crimes.,"The Yorkshire Ripper' said God told him to commit his atrocities. In neither case is this a justification. Individuals are responsible for their actions, not whatever warped interpretation of a particular faith they cite as possible cause.",2355
denouncing,"Our culture elements must be learned by the Muslims. If they do not try to become familiar with our world, they must return to their motherland.",Maybe you are the one that needs to assimilate to living in a multicultural society with people who are different from you?,2356
support,"Our government has brought Islamic invaders to our country, and now we see our girls and women damaged.","Our women and girls are frequently victims of rapes, because our government brought Muslims in our country.",2357
humor,"You can say whatever you want, but one day Islam will be defeated and western society will be the winner. This will happen, because Islam cannot be part of the western society. Islam will not be considered anymore.",Let's do the Timewarp again! Let's not re-run the Crusades. It did not end well last time.,2358
support,"A recent YouGov survey shows that Westerners view islam less favourably than other religions, deeming it incompatible with Western values.","A recent poll from yougov indicate that westeners do not consider Islam as good as other religions, and for this fact Islam is unsuitable with western values.",2359
facts,Their sacred books command to kill the infidels.,"No, it doesn't.",2360
facts,"The UK and us must fight Islam! Islam is intolerance, Quran, jihad, being gay, barbarism and so on. It is a disgusting cult!","The world is not lost. We all face challenges, but if someone's culture is different from ours, it does not mean that they are evil and should be banned.",2361
hypocrisy,"They only way to cope with Islam and sharia is to ban them from the UK. Though I respect the peaceful Muslims, all their clerics are agitating for war, and Islam is a cult.","When you say 'cult' you imply a minor religious group, but I isn't Islam one of the worlds major religions.",2362
